1000, 1542225, 2358, 923, 511, 292, 188, 168, 102, 68, 67, 59, 53, 41, 34, 25, 16, 16, 22, 12, 14, 11, 15, 9, 7, 17, 9, 5, 10, 5, 5, 4, 6, 6, 3, 7, 4, 2, 5, 4, 1, 1, 3, 0, 3, 3, 3, 4, 2, 4, 2, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 1, 0, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 2, 1, 0, 2, 1, 0, 1, 1, 0, 1, 0, 1
100, 1520794, 9667, 4164, 2298, 1555, 1134, 894, 693, 577, 449, 376, 354, 307, 270, 245, 210, 176, 149, 152, 119, 144, 129, 114, 86, 92, 92, 74, 59, 72, 61, 74, 57, 63, 68, 40, 56, 42, 29, 41, 41, 50, 32, 33, 22, 30, 31, 30, 25, 18, 21, 19, 22, 21, 14, 19, 17, 19, 25, 17, 15, 21, 20, 19, 16, 20, 20, 18, 11, 9, 14, 10, 10, 11, 14, 7, 11, 13, 6, 9, 11, 7, 7, 12, 4, 9, 8, 3, 7, 4, 7, 5, 7, 4, 6, 5, 10, 4, 6, 10, 10
10, 1440619, 36580, 15093, 8680, 5928, 4201, 3291, 2575, 2123, 1704, 1545, 1306, 1177, 1079, 956, 857, 781, 669, 673, 624, 537, 539, 483, 444, 409, 410, 347, 346, 321, 328, 296, 279, 247, 250, 234, 186, 184, 229, 204, 189, 190, 191, 174, 138, 152, 165, 148, 135, 125, 137, 129, 125, 121, 129, 108, 115, 107, 108, 87, 105, 109, 89, 95, 87, 103, 72, 75, 90, 89, 85, 72, 66, 76, 72, 84, 75, 67, 71, 49, 61, 50, 48, 69, 55, 60, 64, 53, 70, 53, 55, 44, 49, 40, 41, 60, 48, 50, 38, 38, 41
